作品类型,作品名,评论内容,主题列表,主题,情感代码,情感
书籍,情为何物,题材和案例有趣，加1星。“风气就具有这样一种力量，它可以使非自然的现象看上去顺利成章，使狂热代替理智判断。” 明清正统观念是“老人特征”的——宣扬淡漠情欲、强调道德的禁欲主义（其时家训表明男性性能力对“齐家”的作用，第一次得见）。同时，明清社会盛行纵欲风气（作者主要归因于心学对人性解放追求的影响），士人的审美对象由此变化：“清姿瘦骨，腻理柔弱”的女性→具有上述特质“相公”等人群（书中所说“男同性恋风气”）→具有上述特质的士人，这也影响其对自身理想形象的认识，引向“性错置”的审美。性爱的被动方，处于被歧视或压迫的位置，金莲崇拜一章便表现父权制成熟时期对女性身体与自我意识的消磨。有趣的是，作者将女性化审美追溯至士人欲经世致用却屡不得志，而自比妾妇表达幽怨的传统。不过一些解释与群体的界定有些宽泛。,"['性别平等与权利', 'LGBTQ+', '性别歧视与刻板印象', '父权与男性凝视', '性与性暴力']",性别平等与权利;LGBTQ+;性别歧视与刻板印象;父权与男性凝视;性与性暴力,PH,赞扬
书籍,情为何物,超前且高级的学术品味，文风兼具美感与深度，遣词造句恰当好处放在今日依旧可以较好地理解。这是一本经典的权力塑造社会的作品，社会风气与权力和精神阶层息息相关，文末异装癖的分析有一定道理但似乎还不够深入。历史叙述大于历史评论，在情与爱中应关注反剥削，反压迫，平等，尊重和健康。,['性别平等与权利'],性别平等与权利,PH,赞扬
书籍,情为何物,重贞洁轻个人感受的性观念枷锁，从父从夫从子之人格独立之翼被折，裹脚闭门之失去的身体健康和空间上的自由，明清时期的性爱风潮中不乏对女性的规训，这是不出意料甚至已经成为常识一般存在的知识，让人惊奇的竟是男性的性放纵，乃至同性恋和异装癖的风靡不衰。最后的妾妇之道点出了士人阶层这些变化的终极缘由。作者此书浅显易懂，摘抄了大量当世原著文料，所述颇为让人信服。就是过于陈列资料，观点不是很多，如果可以更深入更拓展就更好了。,"['性别平等与权利', 'LGBTQ+', '性与性暴力']",性别平等与权利;LGBTQ+;性与性暴力,PH,赞扬
书籍,情为何物,全书包含训言（家训、闺训）、秘术、男风、金莲、异服几个主题，写明清时期情欲的open（只针对男性的open，实际以对女性更严重的禁欲压迫为基础），同性恋也常见（但更多是上位者对底层人的迷恋，底层阶级只是被迫接受），用金莲去约束女性行动从而更彻底成为男性的私人资产，异装（男扮女角、女扮男角，男性以女性化特征为美）。前面的章节写的很好，绪论也概括分析得很清楚，男风的章节引用的文本太多，有点无聊。重引用，轻分析，但是主题很有意思，了解到了江南男风盛行，大同还会举办小脚比赛展示会。。。江南也是小脚文化重灾区。。。,"['性别平等与权利', '性别歧视与刻板印象', 'LGBTQ+', '性与性暴力']",性别平等与权利;性别歧视与刻板印象;LGBTQ+;性与性暴力,PA,喜好
书籍,情为何物,很受震撼的一本研究，我认为读过和没读过（或者看过这类研究）的人世界观会有很大的差别，并且没法再回去了。它大论男同，似乎前沿，但其实这是一个老传统了。我们或许脑海中都有同性恋历史悠久这样的隐隐认知，听说过龙阳和断袖。但真相是，在明清时期这已经变成了一种全民风尚，以至于只有名旦没有名妓；以至于官民共狂欢；以至于同性婚姻。这让我觉得很恐惧，这样一种长期的大范围的社会风貌竟然完全的被遮蔽了，我们又该如何看待历史？另外一点是性在性别当中的体现，无论是女性缠足，还是男同风尚，本质都是男性审美和性癖在作祟。,"['性与性暴力', '婚育与母职', 'LGBTQ+']",性与性暴力;婚育与母职;LGBTQ+,NC,恐惧
书籍,关于女儿,时而把自己代入母亲，时而又把自己代入女儿。整本书就是东亚式家庭对亲子关系的一次长长的凝视。剔除男性存在的同时，却又都是父权制下受害的产物。养老院看护的设定很棒，衰老、孤独、死亡，赤裸裸且冷眼旁观的陈述，与无偿照护并替老人送终的走向，形成了巨大的情感张力。“平凡而幸福的日子”，希望我不会变成只希望孩子过这样生活的母亲。,"['性与性暴力', '父权与男性凝视']",性与性暴力;父权与男性凝视,NB,悲伤
书籍,关于女儿,在古希腊神话中，宙斯由神谕中窥见第一任夫人墨提斯生下雅典娜后会再孕育一个危及他的权力的儿子，于是宙斯将还怀着雅典娜的墨提斯吞入腹中，但雅典娜在宙斯的体内成长，然后劈开其脑袋以成人之姿降生于世。在神话之中，纵然雅典娜英姿过人、聪慧无比，宙斯却因为她是女性，默认其永远无法危及自己的权力而给予其万千宠爱——由神话中的性别叙事看历史主体中的儿女在世界中心的位置，历史告诉我们的经验是，父子之间始终存在竞争，俄狄浦斯式的故事昭示着以父子关系为中心制的家庭关系。但在父子之外，母子、母女的关系却鲜少被聚焦。这本书的精彩之处，并不在于其故事里的性少数元素，它最可贵的地方在于彰显了母亲的视角，作者在传统叙事之外给予了一个新的中心，这个故事里只有女性，女儿的性向，女人之间的互助、交谈，女人们在这里汇成独立的海洋。,"['性别平等与权利', '性与性暴力']",性别平等与权利;性与性暴力,PH,赞扬
书籍,关于女儿,"我真的，忍着一口气，一定要在今天只用一个晚上的时间读完这篇9万字的现实。因为我受不了再花另外一天去忍受这个母亲的怨恨。看完后，我就再也不想打开它了。我不知道这本书往后的销量会怎么样，因为它刺伤了每一个东亚女儿，买它是为了帮助女性题材的销量——是的，因为它是纸质书我才可以读下去，如果是电子版的话，我估计会在打开它强忍着耐心读了两页后，就会被其它推送吸引，我不会再次打开它了，它就这样被我放在电子书的书架里。

我不知道是韩式文笔，与我话语习惯不符，还是这本书真的太过沉重，我真的接受无能。

我在书中看不到母亲的觉醒和理解，只有她不厌其烦地在责怪女儿，轻视女儿的女友，并且在乎邻居、养老院同事的眼光和流言甚于关心自己女儿真实的想法。她一直 不停地说后悔让女儿读了那么长时间书。","['性别平等与权利', '女性觉醒与独立', '性与性暴力']",性别平等与权利;女性觉醒与独立;性与性暴力,NN,贬责
书籍,被創造的疾病,特别喜欢这个切口，小而美观，把章节体量切得均匀又紧致。从潘光旦对冯小青的精神分析入手，讲述了妇女解放背景下，部分深具强国保种意识的男性知识分子所投射出的婚配焦虑；担任译者时，他们通过相似的路径，俭省了西方在男女之外提出的“中性”以及对同性之爱的合理化，极大发挥了中介的能动性。起初被第三章“陶刘女性情杀案”吸引来的，原来在此之前青年们的“女同性爱”定义就已相当前卫了：“并不限定于暂时的恋爱，或是强烈的友情关系，也包括作为一种可实践的生活方式，让女性能够以女性为中心相互扶持。女学生在面对同学之间的亲密关系，抱持包容和肯定的态度，甚至可以延伸为取代婚姻的合作关系。”可惜的是惨案爆发后，舆论迅速加剧了这类情感的病耻化，热情洋溢、充满自我感受的声音也很快被借助知识包装的异性恋建构话语打压、埋没了。,"['性与性暴力', '婚育与母职']",性与性暴力;婚育与母职,PH,赞扬
书籍,被創造的疾病,未免太典。当时西方的性科学著作里，已经有包容同性恋的声音，但基本被当时掌握话语权的（顺直男性）知识分子过滤掉了。卡彭特的作品被出版社以“自由恋爱”的名头宣传，要不就是嫁接到共产主义，总之就是切合国内热点，同性恋的部分被漠视。潘光旦明明熟读外国理论，结果只是用更精妙的科学话语来捍卫保守秩序，读得我都拳头硬了。（这就是不能信任顺直男译者的原因吗？）只能说本土没有根基，不必指望译介西方著作能改变什么。欧洲各国“臭名昭著”的同性恋丑闻案件多为男子，但陶刘惨案一度吸引了公众对女同性恋的关注，也是中国的独特之处，背后可能是女性“强制婚姻”到“强制异性恋”的转型。谈得宏大点，我会说这是男性知识分子在现代民族国家建构中的救亡焦虑，个人欲望属于被牺牲的对象。,"['性别平等与权利', '婚育与母职', 'LGBTQ+', '性与性暴力']",性别平等与权利;婚育与母职;LGBTQ+;性与性暴力,PH,赞扬
书籍,被創造的疾病,論述清晰，從書籍「傳播的迴圈」的視角切入，分析西方性別科學圖書的翻譯、出版、傳播如何為所謂強國富民背書並塑造異性戀規範與霸權。其中提到的潘光旦等男性學者的研究成果從學術的角度上來說簡直不能看，幾乎都是結論先行然後對西方性學進行改造和挪用；而從道德的尺度上來看，他們更是壟斷了知識的話語權、濫用知識的解釋權，對可以看出男的為了鞏固自己作為既得利益者的身分真是無所不用其極，但事實上現在的情況有所改善了嗎？只是他們更新了敘事，用更隱蔽的方式在持續地剝削女性罷了。另外提到了桑梓蘭老師，她認為傳統中國女性是「強制婚姻」而非「強制異性戀」，因為直到二十世紀初女性才有權決定是否要走入婚姻，此時異性戀機制才開始運作，相當認同並且感到難過😢（還有提到了我們學校的許慧琦老師，可惜這學期錯過了她的課,"['性与性暴力', '婚育与母职']",性与性暴力;婚育与母职,PH,赞扬
