主体,关系,客体
comment_1283,表达情感,喜好
comment_1283,评论对象,A Short History of Trans Misogyny(书籍)
comment_1283,涉及主题,性别平等与权利
comment_1283,涉及主题,女性觉醒与独立
comment_1283,涉及主题,性与性暴力
comment_1284,表达情感,赞扬
comment_1284,评论对象,A Short History of Trans Misogyny(书籍)
comment_1284,涉及主题,性别平等与权利
comment_1284,涉及主题,女性觉醒与独立
comment_1284,涉及主题,性与性暴力
comment_1285,表达情感,赞扬
comment_1285,评论对象,A Short History of Trans Misogyny(书籍)
comment_1285,涉及主题,性别平等与权利
comment_1285,涉及主题,女性觉醒与独立
comment_1286,表达情感,赞扬
comment_1286,评论对象,"Detransition, Baby(书籍)"
comment_1286,涉及主题,性与性暴力
comment_1286,涉及主题,婚育与母职
comment_1286,涉及主题,LGBTQ+
comment_1287,表达情感,悲伤
comment_1287,评论对象,"Detransition, Baby(书籍)"
comment_1287,涉及主题,LGBTQ+
comment_1288,表达情感,尊敬
comment_1288,评论对象,"Detransition, Baby(书籍)"
comment_1288,涉及主题,性与性暴力
comment_1288,涉及主题,LGBTQ+
comment_1289,表达情感,贬责
comment_1289,评论对象,"Detransition, Baby(书籍)"
comment_1289,涉及主题,性与性暴力
comment_1289,涉及主题,婚育与母职
comment_1289,涉及主题,LGBTQ+
comment_1290,表达情感,赞扬
comment_1290,评论对象,"Detransition, Baby(书籍)"
comment_1290,涉及主题,性与性暴力
comment_1290,涉及主题,LGBTQ+
comment_1291,表达情感,赞扬
comment_1291,评论对象,美丽的标价(书籍)
comment_1291,涉及主题,性别平等与权利
comment_1291,涉及主题,女性觉醒与独立
comment_1291,涉及主题,性与性暴力
comment_1292,表达情感,赞扬
comment_1292,评论对象,美丽的标价(书籍)
comment_1292,涉及主题,性别平等与权利
comment_1292,涉及主题,女性觉醒与独立
comment_1292,涉及主题,身体自主与容貌
comment_1292,涉及主题,性与性暴力
comment_1293,表达情感,赞扬
comment_1293,评论对象,美丽的标价(书籍)
comment_1293,涉及主题,性别平等与权利
comment_1293,涉及主题,性别歧视与刻板印象
comment_1293,涉及主题,LGBTQ+
comment_1293,涉及主题,性与性暴力
comment_1294,表达情感,赞扬
comment_1294,评论对象,美丽的标价(书籍)
comment_1294,涉及主题,性别平等与权利
comment_1294,涉及主题,性与性暴力
comment_1295,表达情感,赞扬
comment_1295,评论对象,性别社会学（第三版）(书籍)
comment_1295,涉及主题,性别平等与权利
comment_1296,表达情感,安心
comment_1296,评论对象,性别社会学（第三版）(书籍)
comment_1296,涉及主题,性别平等与权利
comment_1296,涉及主题,女性觉醒与独立
comment_1296,涉及主题,性与性暴力
comment_1297,表达情感,相信
comment_1297,评论对象,性别社会学（第三版）(书籍)
comment_1297,涉及主题,性别平等与权利
comment_1297,涉及主题,性与性暴力
comment_1298,表达情感,赞扬
comment_1298,评论对象,此性非一(书籍)
comment_1298,涉及主题,性别平等与权利
comment_1298,涉及主题,性别歧视与刻板印象
comment_1298,涉及主题,性与性暴力
comment_1299,表达情感,相信
comment_1299,评论对象,此性非一(书籍)
comment_1299,涉及主题,性与性暴力
comment_1299,涉及主题,性别歧视与刻板印象
comment_1300,表达情感,赞扬
comment_1300,评论对象,安提戈涅的诉求(书籍)
comment_1300,涉及主题,性与性暴力
comment_1300,涉及主题,婚育与母职
comment_1300,涉及主题,LGBTQ+
comment_1301,表达情感,怀疑
comment_1301,评论对象,安提戈涅的诉求(书籍)
comment_1301,涉及主题,性别平等与权利
comment_1301,涉及主题,LGBTQ+
comment_1301,涉及主题,女性觉醒与独立
comment_1301,涉及主题,父权与男性凝视
comment_1301,涉及主题,性与性暴力
comment_1302,表达情感,赞扬
comment_1302,评论对象,安提戈涅的诉求(书籍)
comment_1302,涉及主题,性别平等与权利
comment_1302,涉及主题,性别暴力与家暴
comment_1302,涉及主题,女性觉醒与独立
comment_1302,涉及主题,性与性暴力
comment_1303,表达情感,贬责
comment_1303,评论对象,安提戈涅的诉求(书籍)
comment_1303,涉及主题,性与性暴力
comment_1303,涉及主题,父权与男性凝视
comment_1304,表达情感,贬责
comment_1304,评论对象,安提戈涅的诉求(书籍)
comment_1304,涉及主题,性与性暴力
comment_1304,涉及主题,父权与男性凝视
comment_1304,涉及主题,LGBTQ+
comment_1305,表达情感,赞扬
comment_1305,评论对象,安提戈涅的诉求(书籍)
comment_1305,涉及主题,性与性暴力
comment_1305,涉及主题,LGBTQ+
comment_1306,表达情感,悲伤
comment_1306,评论对象,厌女简史(书籍)
comment_1306,涉及主题,性别歧视与刻板印象
comment_1307,表达情感,烦闷
comment_1307,评论对象,厌女简史(书籍)
comment_1307,涉及主题,性别平等与权利
comment_1307,涉及主题,性别歧视与刻板印象
comment_1307,涉及主题,女性觉醒与独立
comment_1307,涉及主题,性与性暴力
comment_1308,表达情感,悲伤
comment_1308,评论对象,厌女简史(书籍)
comment_1308,涉及主题,性与性暴力
comment_1308,涉及主题,性别歧视与刻板印象
comment_1309,表达情感,贬责
comment_1309,评论对象,厌女简史(书籍)
comment_1309,涉及主题,性与性暴力
comment_1309,涉及主题,性别歧视与刻板印象
comment_1310,表达情感,赞扬
comment_1310,评论对象,厌女简史(书籍)
comment_1310,涉及主题,性别平等与权利
comment_1310,涉及主题,性别歧视与刻板印象
comment_1310,涉及主题,女性觉醒与独立
comment_1310,涉及主题,性与性暴力
comment_1311,表达情感,贬责
comment_1311,评论对象,厌女简史(书籍)
comment_1311,涉及主题,性别平等与权利
comment_1311,涉及主题,性别歧视与刻板印象
comment_1311,涉及主题,女性觉醒与独立
comment_1311,涉及主题,性与性暴力
comment_1312,表达情感,赞扬
comment_1312,评论对象,厌女简史(书籍)
comment_1312,涉及主题,性别歧视与刻板印象
comment_1313,表达情感,相信
comment_1313,评论对象,厌女简史(书籍)
comment_1313,涉及主题,性别平等与权利
comment_1313,涉及主题,性别歧视与刻板印象
comment_1313,涉及主题,女性觉醒与独立
comment_1313,涉及主题,性与性暴力
comment_1314,表达情感,赞扬
comment_1314,评论对象,厌女简史(书籍)
comment_1314,涉及主题,性别平等与权利
comment_1314,涉及主题,性别歧视与刻板印象
comment_1314,涉及主题,女性觉醒与独立
comment_1314,涉及主题,父权与男性凝视
comment_1314,涉及主题,性与性暴力
comment_1315,表达情感,相信
comment_1315,评论对象,厌女简史(书籍)
comment_1315,涉及主题,性与性暴力
comment_1315,涉及主题,性别歧视与刻板印象
comment_1316,表达情感,贬责
comment_1316,评论对象,"Men, Women, and Chain Saws(书籍)"
comment_1316,涉及主题,性与性暴力
comment_1316,涉及主题,父权与男性凝视
comment_1316,涉及主题,性别暴力与家暴
comment_1317,表达情感,赞扬
comment_1317,评论对象,革命之路(书籍)
comment_1317,涉及主题,性与性暴力
comment_1317,涉及主题,婚育与母职
comment_1318,表达情感,贬责
comment_1318,评论对象,革命之路(书籍)
comment_1318,涉及主题,婚育与母职
comment_1319,表达情感,贬责
comment_1319,评论对象,革命之路(书籍)
comment_1319,涉及主题,性与性暴力
comment_1319,涉及主题,婚育与母职
comment_1320,表达情感,贬责
comment_1320,评论对象,革命之路(书籍)
comment_1320,涉及主题,婚育与母职
comment_1321,表达情感,尊敬
comment_1321,评论对象,影子母亲(书籍)
comment_1321,涉及主题,婚育与母职
comment_1322,表达情感,烦闷
comment_1322,评论对象,影子母亲(书籍)
comment_1322,涉及主题,性与性暴力
comment_1322,涉及主题,婚育与母职
comment_1323,表达情感,赞扬
comment_1323,评论对象,影子母亲(书籍)
comment_1323,涉及主题,婚育与母职
comment_1323,涉及主题,家务与家庭分工
comment_1324,表达情感,赞扬
comment_1324,评论对象,影子母亲(书籍)
comment_1324,涉及主题,婚育与母职
comment_1325,表达情感,赞扬
comment_1325,评论对象,影子母亲(书籍)
comment_1325,涉及主题,婚育与母职
comment_1326,表达情感,赞扬
comment_1326,评论对象,影子母亲(书籍)
comment_1326,涉及主题,性与性暴力
comment_1326,涉及主题,婚育与母职
comment_1326,涉及主题,女性情谊与叙事
comment_1327,表达情感,赞扬
comment_1327,评论对象,影子母亲(书籍)
comment_1327,涉及主题,性与性暴力
comment_1327,涉及主题,婚育与母职
comment_1328,表达情感,中性
comment_1328,评论对象,影子母亲(书籍)
comment_1328,涉及主题,婚育与母职
comment_1329,表达情感,赞扬
comment_1329,评论对象,神圣的欢爱(书籍)
comment_1329,涉及主题,性别平等与权利
comment_1329,涉及主题,女性觉醒与独立
comment_1329,涉及主题,性与性暴力
comment_1330,表达情感,尊敬
comment_1330,评论对象,神圣的欢爱(书籍)
comment_1330,涉及主题,性别平等与权利
comment_1330,涉及主题,女性觉醒与独立
comment_1330,涉及主题,性与性暴力
comment_1331,表达情感,慌
comment_1331,评论对象,神圣的欢爱(书籍)
comment_1331,涉及主题,性别歧视与刻板印象
comment_1332,表达情感,喜好
comment_1332,评论对象,神圣的欢爱(书籍)
comment_1332,涉及主题,性与性暴力
comment_1332,涉及主题,父权与男性凝视
comment_1333,表达情感,贬责
comment_1333,评论对象,中国的性/性别(书籍)
comment_1333,涉及主题,性别平等与权利
comment_1333,涉及主题,女性觉醒与独立
comment_1333,涉及主题,性与性暴力
comment_1334,表达情感,安心
comment_1334,评论对象,中国的性/性别(书籍)
comment_1334,涉及主题,性别平等与权利
comment_1334,涉及主题,女性觉醒与独立
comment_1334,涉及主题,性与性暴力
comment_1335,表达情感,相信
comment_1335,评论对象,男性困境(书籍)
comment_1335,涉及主题,性别平等与权利
comment_1335,涉及主题,性与性暴力
comment_1336,表达情感,悲伤
comment_1336,评论对象,男性困境(书籍)
comment_1336,涉及主题,性别平等与权利
comment_1336,涉及主题,父权与男性凝视
comment_1337,表达情感,赞扬
comment_1337,评论对象,男性困境(书籍)
comment_1337,涉及主题,性与性暴力
comment_1337,涉及主题,父权与男性凝视
comment_1338,表达情感,喜好
comment_1338,评论对象,男性困境(书籍)
comment_1338,涉及主题,性与性暴力
comment_1338,涉及主题,父权与男性凝视
comment_1339,表达情感,贬责
comment_1339,评论对象,男性困境(书籍)
comment_1339,涉及主题,性别平等与权利
comment_1339,涉及主题,女性觉醒与独立
comment_1339,涉及主题,性别暴力与家暴
comment_1339,涉及主题,性与性暴力
comment_1339,涉及主题,家务与家庭分工
comment_1340,表达情感,相信
comment_1340,评论对象,男性困境(书籍)
comment_1340,涉及主题,性与性暴力
comment_1340,涉及主题,性别暴力与家暴
comment_1341,表达情感,贬责
comment_1341,评论对象,男性困境(书籍)
comment_1341,涉及主题,性别歧视与刻板印象
comment_1342,表达情感,赞扬
comment_1342,评论对象,现代性的性别(书籍)
comment_1342,涉及主题,性别平等与权利
comment_1342,涉及主题,女性觉醒与独立
comment_1342,涉及主题,父权与男性凝视
comment_1342,涉及主题,性与性暴力
comment_1343,表达情感,赞扬
comment_1343,评论对象,现代性的性别(书籍)
comment_1343,涉及主题,性与性暴力
comment_1343,涉及主题,性别歧视与刻板印象
comment_1343,涉及主题,父权与男性凝视
comment_1344,表达情感,赞扬
comment_1344,评论对象,现代性的性别(书籍)
comment_1344,涉及主题,性别平等与权利
comment_1344,涉及主题,女性觉醒与独立
comment_1344,涉及主题,性与性暴力
comment_1345,表达情感,愤怒
comment_1345,评论对象,现代性的性别(书籍)
comment_1345,涉及主题,性与性暴力
comment_1346,表达情感,赞扬
comment_1346,评论对象,现代性的性别(书籍)
comment_1346,涉及主题,性别平等与权利
comment_1346,涉及主题,女性觉醒与独立
comment_1346,涉及主题,性与性暴力
comment_1347,表达情感,赞扬
comment_1347,评论对象,现代性的性别(书籍)
comment_1347,涉及主题,性别平等与权利
comment_1347,涉及主题,女性觉醒与独立
comment_1347,涉及主题,性与性暴力
comment_1348,表达情感,安心
comment_1348,评论对象,现代性的性别(书籍)
comment_1348,涉及主题,性与性暴力
comment_1348,涉及主题,性别歧视与刻板印象
comment_1349,表达情感,赞扬
comment_1349,评论对象,现代性的性别(书籍)
comment_1349,涉及主题,性别平等与权利
comment_1349,涉及主题,女性觉醒与独立
comment_1349,涉及主题,父权与男性凝视
comment_1349,涉及主题,性与性暴力
comment_1350,表达情感,贬责
comment_1350,评论对象,缠足(书籍)
comment_1350,涉及主题,性别平等与权利
comment_1350,涉及主题,女性觉醒与独立
comment_1350,涉及主题,性与性暴力
comment_1351,表达情感,相信
comment_1351,评论对象,缠足(书籍)
comment_1351,涉及主题,性与性暴力
comment_1352,表达情感,贬责
comment_1352,评论对象,缠足(书籍)
comment_1352,涉及主题,性与性暴力
comment_1352,涉及主题,父权与男性凝视
comment_1352,涉及主题,性别暴力与家暴
comment_1353,表达情感,中性
comment_1353,评论对象,缠足(书籍)
comment_1353,涉及主题,性与性暴力
comment_1353,涉及主题,女性情谊与叙事
comment_1354,表达情感,赞扬
comment_1354,评论对象,缠足(书籍)
comment_1354,涉及主题,性与性暴力
comment_1355,表达情感,怀疑
comment_1355,评论对象,缠足(书籍)
comment_1355,涉及主题,性别平等与权利
comment_1355,涉及主题,婚育与母职
comment_1355,涉及主题,女性情谊与叙事
